"GENEID","GENENAME","log2FoldChange.iPSC","padj.iPSC","baseMean.iPSC","log2FoldChange.iNeurons","padj.iNeurons","baseMean.iNeurons","overlap_category","mean_abs_lfc","direction_concordant"
"ENSG00000123572","NRK",-0.0962753041731473,0.984865946195317,214.250143283835,2.53836313683948,0.0388258766740908,130.070437718341,"Only_iNeurons",1.31731922050631,NA
"ENSG00000071205","ARHGAP10",-0.36296272385386,0.91018818987542,186.50573916618,2.23129501070527,0.00232703264923377,264.235293716184,"Only_iNeurons",1.29712886727956,NA
"ENSG00000198774","RASSF9",-0.0650207321840779,0.996137067402619,12.3406060216809,2.52038714107843,0.0129020443766033,58.986853834552,"Only_iNeurons",1.29270393663126,NA
"ENSG00000021645","NRXN3",0.999091247937374,0.6804455475644,73.2260266036557,-1.57909751215499,0.0258400820509948,1251.53865821894,"Only_iNeurons",1.28909438004618,NA
"ENSG00000178573","MAF",0.649072767637288,0.76241338039824,296.073862659184,1.90722460648514,0.0379195697076574,1407.09301475356,"Only_iNeurons",1.27814868706122,NA
"ENSG00000140682","TGFB1I1",-0.070492240031702,0.991452781284771,185.57351773478,2.47774707618902,2.4787564748121e-05,460.414938765437,"Only_iNeurons",1.27411965811036,NA
"ENSG00000105329","TGFB1",0.726354950348227,0.61201497928629,258.632045096929,1.7968407518214,0.0107702286871572,532.699137626876,"Only_iNeurons",1.26159785108482,NA
"ENSG00000176678","FOXL1",-0.100774500291456,NA,2.94683985958642,2.40234681236526,0.0288773624377345,46.6156499488846,"Only_iNeurons",1.25156065632836,NA
"ENSG00000289318","",-0.597118712894884,0.964736198207124,20.1193156432533,1.74419374961329,0.0288773624377345,76.738158186899,"Only_iNeurons",1.17065623125409,NA
"ENSG00000132274","TRIM22",0.111931803944756,0.972280808000046,1698.99488678032,2.20148385939103,0.0450767793931323,142.887601744652,"Only_iNeurons",1.15670783166789,NA
"ENSG00000223764","LINC02593",-0.631400243363988,0.966740848273746,17.194754080928,1.57547277689313,0.0163879853516771,707.408402069902,"Only_iNeurons",1.10343651012856,NA
"ENSG00000118508","RAB32",0.0198376666161041,0.996362743528751,91.6491953710626,2.08715118192855,0.0256196327635999,179.568617979443,"Only_iNeurons",1.05349442427233,NA
"ENSG00000090013","BLVRB",0.17248996167553,0.965472520603879,427.095474092609,1.90983958060532,0.00509055728380588,172.146542300756,"Only_iNeurons",1.04116477114043,NA
"ENSG00000144668","ITGA9",-0.186191910526448,0.969068360820372,173.806730321528,1.80634987043283,0.0451132773033822,1095.77277277522,"Only_iNeurons",0.996270890479641,NA
"ENSG00000114779","ABHD14B",0.379041440665412,0.909068162315777,164.480462670374,1.58871163613335,0.0165645218607198,148.553076882671,"Only_iNeurons",0.983876538399383,NA
"ENSG00000163702","IL17RC",0.0956032642764848,0.982887919177326,308.940834118961,1.8719985639817,0.0128829804207868,199.396575045752,"Only_iNeurons",0.983800914129093,NA
"ENSG00000172638","EFEMP2",0.314600295991026,0.957165488649417,206.22168469115,1.58567812688201,0.0149971203500934,343.033760979203,"Only_iNeurons",0.950139211436519,NA
"ENSG00000186897","C1QL4",-0.420336781402163,NA,2.74059405819208,1.45860899379696,0.0333803473574934,424.092728427282,"Only_iNeurons",0.939472887599562,NA
"ENSG00000197712","FAM114A1",0.102138150272701,0.982887919177326,372.55026280079,1.76757275657406,0.0406284125376132,447.856931981651,"Only_iNeurons",0.934855453423379,NA
"ENSG00000163346","PBXIP1",0.237673714847678,0.918078811339557,839.648592352879,1.60512472608273,0.0184957012907075,1360.71671445157,"Only_iNeurons",0.921399220465205,NA
"ENSG00000168487","BMP1",-0.412092797255624,0.938046360659684,159.110025456463,1.35078187124642,0.00210741000006949,1229.40488443376,"Only_iNeurons",0.881437334251022,NA
"ENSG00000188483","IER5L",-0.408032957443939,0.973317391348317,26.9645384506434,1.3409207352928,0.0249970546670622,1150.38519188466,"Only_iNeurons",0.874476846368369,NA
